,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Nadzaladevi,Дигоми,€,Didube,Saburtalo,Gldani,Vake,Old Tbilisi (Старый город),Авлобари,Varketili,Батуми,Центр,Кутаиси,desc_en
10,10,13-07-2020 22:38:27,Tbilisi,bb1791277e,1гр new!! OG kush марихуана BUDS 23% thc если платите с бтк скидка 10% 49реално !,True,3,нет,Тбилиси,1 гр,0.0062,4245,1635,146,60.0,,,,,,,,,,,,,,1gr new!! OG kush marihuana BUDS 23% thc esli platite s btk skidka 10% 49realno !
11,11,13-07-2020 22:38:27,Tbilisi,3c9bc6f8e9,"Amnesia Haze (photoperiod, regular) 1 гр. Спокойно, Надёжно, Качественно.",True,2,нет,Тбилиси,1 гр,0.0052,3891,1499,134,55.0,,,,,,,,,,,,,,"Amnesia Haze (photoperiod, regular) 1 gr. Spokojno, Nadezhno, Kachestvenno."
12,12,13-07-2020 22:38:27,Tbilisi,ebadfc162f,Gorilla Glue 1G Super strong weed LIMITED,,3,нет,Тбилиси,1 гр,0.0062,4245,1635,146,60.0,,True,,,,,,,,,,,,Gorilla Glue 1G Super strong weed LIMITED
13,13,13-07-2020 22:38:27,Tbilisi,ae784bef73,NEW ! Auto Opium ! NEW ! BUDS ! 1G VHQ !,True,2,нет,Тбилиси,1 гр,0.006,4103,1581,141,58.0,,,,,,,,,,,,,,NEW ! Auto Opium ! NEW ! BUDS ! 1G VHQ !
14,14,13-07-2020 22:38:27,Tbilisi,ae784bef73,NEW ! Super Critical ! NEW ! BUDS ! 1G,True,2,нет,Тбилиси,1 гр,0.0057,3891,1499,134,55.0,,,,,,,,,,,,,,NEW ! Super Critical ! NEW ! BUDS ! 1G
15,15,13-07-2020 22:38:27,Tbilisi,0cd3c52bb8,White Russian - сорт чемпион ! Накуривает мощно.На магните.Вес всегда больше 1 грамма.,True,1,нет,Тбилиси,1 гр,0.0052,3891,1499,134,55.0,,,,,,,,,,,,,,White Russian - sort chempion ! Nakurivaet moschno.Na magnite.Ves vsegda bol'she 1 gramma.
16,16,13-07-2020 22:38:27,Tbilisi,ccc85b93d8,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 1G🍭🍭🍭,True,1,нет,Тбилиси,1 гр,0.012,8136,3134,279,115.0,,,,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 1G🍭🍭🍭
17,17,13-07-2020 22:38:27,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️,True,4,нет,Тбилиси,1 гр,0.0071,4806,1852,165,,,,60.0,,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️
18,18,13-07-2020 22:38:27,Tbilisi,bb1791277e,"2 g Super Lemon Haze auto , марихуана BUDS thc 25% если платите с бтк скидка .5%",True,1,нет,Тбилиси,2 гр,0.0114,7782,2998,267,110.0,,,,,,,,,,,,,,"2 g Super Lemon Haze auto , marihuana BUDS thc 25% esli platite s btk skidka .5%"
19,19,13-07-2020 22:38:27,Tbilisi,7c395c455d,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,8,нет,Тбилиси,2 гр,0.0125,8490,3270,292,120.0,,,,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
20,20,13-07-2020 22:38:27,Tbilisi,bb1791277e,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,True,2,нет,Тбилиси,2 гр,0.0125,8490,3270,292,120.0,,,,,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
21,21,13-07-2020 22:38:27,Tbilisi,7c395c455d,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,3,нет,Тбилиси,2 гр,0.0125,8490,3270,292,120.0,,,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
22,22,13-07-2020 22:38:27,Tbilisi,69672fee0d,2 г Skunk #1 марихуана шишки тгк 29% VHQ,True,2,нет,Тбилиси,2 гр,0.0104,7075,2725,243,100.0,,,,,,,,,,,,,,2 g Skunk #1 marihuana shishki tgk 29% VHQ
23,23,13-07-2020 22:38:27,Tbilisi,0dec0e1c48,2gr HYBRID buds,True,1,нет,Тбилиси,2 гр,0.0091,6226,2398,214,88.0,,,,,,,,,,,,,,2gr HYBRID buds
24,24,13-07-2020 22:38:27,Tbilisi,3c9bc6f8e9,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",,7,нет,Тбилиси,2 гр,0.0104,7782,2998,267,110.0,,True,,True,,,,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
25,25,13-07-2020 22:38:27,Tbilisi,bb1791277e,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,3,нет,Тбилиси,2 гр,0.0125,8490,3270,292,120.0,,,,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
26,26,13-07-2020 22:38:27,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 2гр",True,3,нет,Тбилиси,2 гр,0.0104,7782,2998,267,110.0,,,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
27,27,13-07-2020 22:38:27,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 2gram,True,2,нет,Тбилиси,2 гр,0.009000000000000001,6721,2589,231,95.0,,,,,,,,,,,,,,Northern Lights Regular [budsonly] 2gram
28,28,13-07-2020 22:38:27,Tbilisi,e771f4c371,2.2G Peppermint Kush ( 26% ^THC^VHQ) FROM EUROPE,,3,нет,Тбилиси,2.2 гр,0.0111,7570,2916,260,107.0,,,,,True,,,,,,,,,2.2G Peppermint Kush ( 26% ^THC^VHQ) FROM EUROPE
29,29,13-07-2020 22:38:27,Tbilisi,8528108b62,3g. марихуана шишки Critical,True,1,нет,Тбилиси,3 гр,0.0123,9197,3543,316,130.0,,,,,,,,,,,,,,3g. marihuana shishki Critical
30,30,13-07-2020 22:38:27,Tbilisi,e56bb6ca93,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,23,нет,Тбилиси,3 гр,0.0058,3891,1499,134,55.0,,,,,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
31,31,13-07-2020 22:38:27,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,3,нет,Тбилиси,3 гр,0.0036,2405,927,83,34.0,,,,,,True,,,,,,,,Marijuana Super Skunk leaves 3g plan
32,32,13-07-2020 22:38:27,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,2,нет,Тбилиси,5 гр,0.027000000000000003,18394,7085,632,260.0,,,,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
33,33,13-07-2020 22:38:27,Tbilisi,7c395c455d,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,2,нет,Тбилиси,5 гр,0.0281,19102,7358,656,270.0,,,,,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
34,34,13-07-2020 22:38:27,Tbilisi,8528108b62,5g. марихуана шишки Critical,True,2,нет,Тбилиси,5 гр,0.0184,13796,5314,474,195.0,,,,,,,,,,,,,,5g. marihuana shishki Critical
35,35,13-07-2020 22:39:29,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 5гр",,1,нет,Тбилиси,5 гр,0.0227,16980,6540,583,240.0,,True,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
36,36,13-07-2020 22:39:29,Tbilisi,794765e142,Марихуана бошки OG KUSH этим все сказано. 5г.,,1,нет,Тбилиси,5 гр,0.0208,14150,5450,486,200.0,,,,,,,True,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
37,37,13-07-2020 22:39:29,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,5 гр,0.0052,3891,1499,134,55.0,,,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
38,38,13-07-2020 22:39:29,Tbilisi,c225d2f67d,Гашиш Евро 10гр,True,2,нет,Тбилиси,10 гр,0.0453,31837,12263,1094,450.0,,,,,,,,,,,,,,Gashish Evro 10gr
39,39,13-07-2020 22:39:29,Tbilisi,8528108b62,12g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0312,23347,8993,802,330.0,,,,,,,,,,,,,,12g. marihuana shishki Critical
40,40,13-07-2020 22:39:29,Tbilisi,ae784bef73,Silver haze leaves листья 15гр sale,True,8,нет,Тбилиси,15 гр,0.0068,4599,1771,158,65.0,,,,,,,,,,,,,,Silver haze leaves list'ja 15gr sale
41,41,13-07-2020 22:39:29,Tbilisi,9610a68a0a,GABAGAMA 40 SHTUK,True,1,нет,Тбилиси,40 гр,0.0052,3537,1363,122,50.0,,,,,,,,,,,,,,GABAGAMA 40 SHTUK
42,42,13-07-2020 22:39:29,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2097,141496,54500,4860,2000.0,,,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
43,43,13-07-2020 22:39:29,Tbilisi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,5,Тбилиси,1 гр,0.0368,24829,9570,850,,,,310.0,,,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
44,44,13-07-2020 22:39:29,Tbilisi,ccc85b93d8,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭,True,нет,10,Тбилиси,2 гр,0.0229,15565,5995,535,220.0,,,,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭
45,45,13-07-2020 22:39:29,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 3gram,True,нет,10,Тбилиси,3 гр,0.0142,10612,4088,365,150.0,,,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gram
46,46,13-07-2020 22:39:29,Tbilisi,f374062dcd,Кристаллы Синие мощные 3гр,True,нет,1,Тбилиси,3 гр,0.0623,46694,17985,1604,660.0,,,,,,,,,,,,,,Kristally Sinie moschnye 3gr
47,47,13-07-2020 22:39:29,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,2,Тбилиси,4 гр,0.0416,28299,10900,972,400.0,,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
48,48,13-07-2020 22:39:29,Tbilisi,7f1273da70,марихуана пудра высокое качество 4грам,True,нет,10,Тбилиси,4 гр,0.0061,4599,1771,158,65.0,,,,,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
49,49,13-07-2020 22:39:29,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.026000000000000002,17687,6813,608,250.0,,,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
50,50,13-07-2020 22:39:29,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,4,Тбилиси,5 гр,0.0571,38911,14988,1337,550.0,,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
51,51,13-07-2020 22:39:29,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,2,6,Тбилиси,5 гр,0.0281,19102,7358,656,270.0,,,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
52,52,13-07-2020 22:39:29,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,2,5,Тбилиси,5 гр,0.0291,19809,7630,680,280.0,,,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
53,53,13-07-2020 22:39:29,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0286,19456,7494,668,275.0,,,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
54,54,13-07-2020 22:39:29,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,1,4,Тбилиси,5 гр,0.0249,16980,6540,583,240.0,,,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
55,55,13-07-2020 22:39:29,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0291,19809,7630,680,280.0,,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
56,56,13-07-2020 22:39:29,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0281,19102,7358,656,270.0,,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
57,57,13-07-2020 22:39:29,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0207,15494,5968,532,219.0,,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
58,58,13-07-2020 22:39:29,Tbilisi,52fe6d0af9,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ 5G On Iron Magnet,True,нет,1,Тбилиси,5 гр,0.1558,106122,40875,3645,1500.0,,,,,,,,,,,,,,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ 5G On Iron Magnet
59,59,13-07-2020 22:39:29,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0281,19102,7358,656,270.0,,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
60,60,13-07-2020 22:39:29,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2536,190000,87429,6482,,,,,,,,,,,,,,,reagent 25i nbome. 5gr
61,61,13-07-2020 22:39:29,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2833,212244,81750,7290,3000.0,,,,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
62,62,13-07-2020 22:39:29,Tbilisi,ccc85b93d8,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭,True,нет,5,Тбилиси,5 гр,0.0519,35374,13625,1215,500.0,,,,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭
63,63,13-07-2020 22:39:29,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,5 гр,0.0237,16019,6174,549,,,,200.0,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
64,64,13-07-2020 22:39:29,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0935,63673,24525,2187,900.0,,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
65,65,13-07-2020 22:39:29,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0571,38911,14988,1337,550.0,,,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
66,66,13-07-2020 22:39:29,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0727,49524,19075,1701,700.0,,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
67,67,13-07-2020 22:39:29,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0436,29714,11445,1021,420.0,,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
68,68,13-07-2020 22:39:29,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0831,56598,21800,1944,800.0,,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
69,69,13-07-2020 22:40:20,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2312,157414,60631,5407,2225.0,,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
70,70,13-07-2020 22:40:20,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.0522,35241,13583,1207,,,,440.0,,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
71,71,13-07-2020 22:40:20,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0463,31237,12039,1070,,,,390.0,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
72,72,13-07-2020 22:40:20,Tbilisi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",True,нет,3,Тбилиси,11 гр,0.0474,31957,12317,1095,,,,399.0,,,,,,,,,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
73,73,13-07-2020 22:40:20,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0614,45986,17713,1580,650.0,,,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
74,74,13-07-2020 22:40:20,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2493,169795,65400,5832,2400.0,,,,,,,,,,,,,,100 gr marijuana buds
75,75,13-07-2020 22:40:20,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2597,176870,68125,6075,2500.0,,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
76,76,13-07-2020 22:40:20,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.613,417413,160775,14337,5900.0,,,,,,,,,,,,,,180 gr marihuana persoalno
77,77,13-07-2020 22:40:20,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8831,601357,231625,20655,8500.0,,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
78,78,13-07-2020 22:40:20,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0189,14150,5450,486,200.0,,,,,,,,,,,,,,KURYER..500RUB.+BONUS
79,79,13-07-2020 22:40:20,Tbilisi,83f3d55917,Ишем куриера в тбилиси!! срочно!! толко марихуана!!,True,1,нет,Тбилиси,1 гр,0.0156,10612,4088,365,150.0,,,,,,,,,,,,,,Ishem kuriera v tbilisi!! srochno!! tolko marihuana!!
80,80,13-07-2020 22:40:20,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.026000000000000002,17687,6813,608,250.0,,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
81,81,13-07-2020 22:40:20,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0208,14150,5450,486,200.0,,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
82,82,13-07-2020 22:40:20,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.026000000000000002,17687,6813,608,250.0,,,,,,,,,,,,,,Rabota na marki (kur'er)
83,83,13-07-2020 22:40:20,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0519,35374,13625,1215,500.0,,,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
84,84,13-07-2020 22:40:20,Tbilisi,ae784bef73,Работа курьером,True,нет,1,Тбилиси,10 гр,0.0189,14150,5450,486,200.0,,,,,,,,,,,,,,Rabota kur'erom
85,85,13-07-2020 22:40:20,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5726,1061219,408750,36450,15000.0,,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
86,86,13-07-2020 22:40:20,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0519,35374,13625,1215,500.0,,,,,,,True,True,,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
87,87,13-07-2020 22:41:50,Batumi,3b3ba4f5a5,Мелкие шишки (Indica) 2г,,14,нет,Батуми,2 гр,0.0044,2971,1145,102,42.0,,,,,,,,,,,True,,,Melkie shishki (Indica) 2g
88,88,13-07-2020 22:41:50,Batumi,75738ec358,ASTRAL 3g,,2,нет,Батуми,3 гр,0.0255,19102,7358,656,270.0,,,,,,,,,,,True,,,ASTRAL 3g
89,89,13-07-2020 22:41:50,Batumi,3b3ba4f5a5,Мощные шишки Y-Griega (Sativa) 5г,,1,нет,Батуми,5 гр,0.0364,24762,9538,851,350.0,,,,,,,,,,,True,,,Moschnye shishki Y-Griega (Sativa) 5g
90,90,13-07-2020 22:41:50,Batumi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0368,24829,9570,850,,,,310.0,,,,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
91,91,13-07-2020 22:41:50,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0522,35241,13583,1207,,,,440.0,,,,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
92,92,13-07-2020 22:41:50,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0463,31237,12039,1070,,,,390.0,,,,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
93,93,13-07-2020 22:41:50,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0474,31957,12317,1095,,,,399.0,,,,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
